Linux 6.17.0-1019-aws (ip-172-31-34-148) 	07/23/26 	_x86_64_	(4 CPU)

06:44:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:44:23     all   66.33    0.00    6.03    0.25    0.00    0.50    0.00    0.00    0.00   26.88
06:44:24     all   93.23    0.00    6.27    0.00    0.00    0.25    0.00    0.00    0.00    0.25
06:44:25     all   93.70    0.00    5.29    0.00    0.00    0.76    0.00    0.00    0.00    0.25
06:44:26     all   88.22    0.00    7.77    0.00    0.00    0.75    0.00    0.00    0.00    3.26
06:44:27     all   85.39    0.00    4.79    0.00    0.00    0.25    0.00    0.00    0.00    9.57
06:44:28     all   67.09    0.00    3.52    0.00    0.00    0.50    0.00    0.00    0.00   28.89
06:44:29     all   89.78    0.00    7.73    0.00    0.00    0.75    0.00    0.00    0.00    1.75
06:44:30     all   89.92    0.00    7.56    0.25    0.00    0.76    0.00    0.00    0.00    1.51
06:44:31     all   85.18    0.00    9.80    0.25    0.00    1.01    0.00    0.00    0.00    3.77
06:44:32     all   84.67    0.00    4.02    0.25    0.00    0.50    0.00    0.00    0.00   10.55
06:44:33     all   57.51    0.00    4.07    1.27    0.00    0.00    0.00    0.00    0.00   37.15
06:44:34     all   55.84    0.00    3.55    1.27    0.00    0.76    0.00    0.00    0.00   38.58
06:44:35     all   70.85    0.00    3.52    0.25    0.00    0.00    0.00    0.00    0.00   25.38
06:44:36     all   53.73    0.00    3.34    1.29    0.00    0.00    0.00    0.00    0.00   41.65
06:44:37     all   80.05    0.00   12.72    0.25    0.00    1.25    0.00    0.00    0.00    5.74
06:44:38     all   86.25    0.00    9.00    0.00    0.00    0.75    0.00    0.00    0.00    4.00
06:44:39     all   51.15    0.00    1.78    0.00    0.00    0.25    0.00    0.00    0.00   46.82
06:44:40     all   27.50    0.00    2.75    0.25    0.00    0.75    0.00    0.00    0.00   68.75
06:44:41     all   61.35    0.00    4.24    0.50    0.00    0.25    0.25    0.00    0.00   33.42
06:44:42     all   34.26    0.00    3.30    0.51    0.00    0.51    0.00    0.00    0.00   61.42
06:44:43     all    5.90    0.00    3.85    2.31    0.00    0.00    0.00    0.00    0.00   87.95
06:44:44     all    0.50    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.25
06:44:45     all    1.50    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   97.99
06:44:46     all    4.02    0.00    0.50    0.50    0.00    0.00    0.00    0.00    0.00   94.97
