Linux 7.0.0-1006-aws (ip-172-31-47-97) 	06/20/26 	_x86_64_	(16 CPU)

14:52:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:05     all   10.92    0.00    2.13    0.13    0.00    0.00    0.00    0.00    0.00   86.83
14:52:05       0    7.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.86
14:52:05       1   22.55    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   75.49
14:52:05       2   15.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   83.00
14:52:05       3   10.20    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   88.78
14:52:05       4    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
14:52:05       5    8.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.84
14:52:05       6   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
14:52:05       7    9.90    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   88.12
14:52:05       8   40.20    0.00   23.53    0.98    0.00    0.00    0.00    0.00    0.00   35.29
14:52:05       9    4.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.92
14:52:05      10    4.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.96
14:52:05      11    5.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   94.95
14:52:05      12   10.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
14:52:05      13   16.16    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   82.83
14:52:05      14    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
14:52:05      15    4.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.05

14:52:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:06     all    9.73    0.00    0.95    0.25    0.00    0.06    0.00    0.00    0.00   88.99
14:52:06       0    2.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.94
14:52:06       1    3.09    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   95.88
14:52:06       2   11.22    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   86.73
14:52:06       3   25.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   74.00
14:52:06       4   20.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   78.00
14:52:06       5    5.10    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   93.88
14:52:06       6    4.17    0.00    1.04    1.04    0.00    0.00    0.00    0.00    0.00   93.75
14:52:06       7   16.33    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   82.65
14:52:06       8   11.11    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   86.87
14:52:06       9    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
14:52:06      10    7.22    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   91.75
14:52:06      11   11.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   87.00
14:52:06      12    7.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.86
14:52:06      13   13.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   85.00
14:52:06      14    7.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.78
14:52:06      15    8.16    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   89.80

14:52:06     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:07     all    9.53    0.00    1.19    0.25    0.00    0.06    0.00    0.00    0.00   88.97
14:52:07       0   12.87    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   85.15
14:52:07       1    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
14:52:07       2    4.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   94.00
14:52:07       3   41.58    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   57.43
14:52:07       4   17.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   82.00
14:52:07       5    7.14    0.00    2.04    1.02    0.00    0.00    0.00    0.00    0.00   89.80
14:52:07       6    8.25    0.00    1.03    1.03    0.00    0.00    0.00    0.00    0.00   89.69
14:52:07       7    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
14:52:07       8    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
14:52:07       9    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
14:52:07      10    5.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   93.00
14:52:07      11   11.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
14:52:07      12    4.95    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   93.07
14:52:07      13   10.78    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   87.25
14:52:07      14    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
14:52:07      15    9.18    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   89.80

14:52:07     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:08     all    9.73    0.00    1.97    0.25    0.00    0.43    0.00    0.00    0.00   87.62
14:52:08       0   14.56    0.00    2.91    0.00    0.00    0.97    0.00    0.00    0.00   81.55
14:52:08       1   10.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
14:52:08       2    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
14:52:08       3   42.31    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   55.77
14:52:08       4   12.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
14:52:08       5    7.29    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   91.67
14:52:08       6    8.16    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   88.78
14:52:08       7    4.95    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   93.07
14:52:08       8    2.91    0.00    2.91    0.00    0.00    0.00    0.00    0.00    0.00   94.17
14:52:08       9    4.81    0.00    1.92    0.00    0.00    0.96    0.00    0.00    0.00   92.31
14:52:08      10    4.81    0.00    1.92    0.00    0.00    0.96    0.00    0.00    0.00   92.31
14:52:08      11    4.81    0.00    2.88    1.92    0.00    0.96    0.00    0.00    0.00   89.42
14:52:08      12   18.63    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   79.41
14:52:08      13   10.89    0.00    1.98    0.99    0.00    0.99    0.00    0.00    0.00   85.15
14:52:08      14    2.91    0.00    1.94    0.00    0.00    0.97    0.00    0.00    0.00   94.17
14:52:08      15    3.96    0.00    0.99    0.99    0.00    0.99    0.00    0.00    0.00   93.07

14:52:08     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:09     all    9.88    0.00    1.85    0.19    0.00    0.12    0.00    0.00    0.00   87.96
14:52:09       0    8.91    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   90.10
14:52:09       1    6.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   92.00
14:52:09       2    8.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
14:52:09       3   45.19    0.00    1.92    0.96    0.00    0.00    0.00    0.00    0.00   51.92
14:52:09       4    6.93    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   90.10
14:52:09       5   11.34    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   87.63
14:52:09       6   10.68    0.00    1.94    0.97    0.00    0.00    0.00    0.00    0.00   86.41
14:52:09       7    7.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   90.00
14:52:09       8    3.96    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   94.06
14:52:09       9    3.85    0.00    2.88    0.00    0.00    0.00    0.00    0.00    0.00   93.27
14:52:09      10    3.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
14:52:09      11    7.77    0.00    1.94    0.00    0.00    0.00    0.00    0.00    0.00   90.29
14:52:09      12   13.13    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   84.85
14:52:09      13   14.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   84.00
14:52:09      14    3.81    0.00    2.86    0.00    0.00    0.00    0.00    0.00    0.00   93.33
14:52:09      15    3.96    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   94.06

14:52:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:10     all    9.76    0.00    2.33    0.18    0.00    0.31    0.00    0.00    0.00   87.42
14:52:10       0    5.83    0.00    2.91    0.00    0.00    0.00    0.00    0.00    0.00   91.26
14:52:10       1   12.38    0.00    1.90    0.00    0.00    0.95    0.00    0.00    0.00   84.76
14:52:10       2    2.88    0.00    1.92    0.00    0.00    0.96    0.00    0.00    0.00   94.23
14:52:10       3   39.22    0.00    2.94    0.00    0.00    0.98    0.00    0.00    0.00   56.86
14:52:10       4   17.82    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   81.19
14:52:10       5   10.00    0.00    3.00    1.00    0.00    0.00    0.00    0.00    0.00   86.00
14:52:10       6    9.80    0.00    1.96    0.98    0.00    0.98    0.00    0.00    0.00   86.27
14:52:10       7    6.60    0.00    2.83    0.94    0.00    0.00    0.00    0.00    0.00   89.62
14:52:10       8    3.96    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   93.07
14:52:10       9    1.96    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   95.10
14:52:10      10    4.85    0.00    1.94    0.00    0.00    0.00    0.00    0.00    0.00   93.20
14:52:10      11    9.28    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   88.66
14:52:10      12    6.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
14:52:10      13    8.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
14:52:10      14    8.08    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   88.89
14:52:10      15    9.62    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   88.46

14:52:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:11     all    9.54    0.00    2.40    0.25    0.00    0.18    0.00    0.00    0.00   87.63
14:52:11       0    3.96    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   94.06
14:52:11       1    4.90    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   94.12
14:52:11       2    3.88    0.00    2.91    0.00    0.00    0.00    0.00    0.00    0.00   93.20
14:52:11       3   44.55    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   53.47
14:52:11       4   11.34    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   85.57
14:52:11       5    5.94    0.00    2.97    0.00    0.00    0.99    0.00    0.00    0.00   90.10
14:52:11       6   11.00    0.00    4.00    1.00    0.00    0.00    0.00    0.00    0.00   84.00
14:52:11       7    3.88    0.00    2.91    0.97    0.00    0.00    0.00    0.00    0.00   92.23
14:52:11       8    7.00    0.00    2.00    1.00    0.00    0.00    0.00    0.00    0.00   90.00
14:52:11       9    6.86    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   90.20
14:52:11      10    4.81    0.00    2.88    0.00    0.00    0.00    0.00    0.00    0.00   92.31
14:52:11      11    4.81    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   93.27
14:52:11      12    6.67    0.00    2.86    0.00    0.00    0.95    0.00    0.00    0.00   89.52
14:52:11      13    2.94    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   96.08
14:52:11      14    7.84    0.00    2.94    0.00    0.00    0.98    0.00    0.00    0.00   88.24
14:52:11      15   23.47    0.00    1.02    1.02    0.00    0.00    0.00    0.00    0.00   74.49

14:52:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:52:12     all    9.08    0.00    2.04    0.25    0.00    0.49    0.00    0.00    0.00   88.14
14:52:12       0   10.89    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   87.13
14:52:12       1    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
14:52:12       2    2.88    0.00    2.88    0.96    0.00    0.96    0.00    0.00    0.00   92.31
14:52:12       3   35.92    0.00    0.97    0.00    0.00    0.00    0.00    0.00    0.00   63.11
14:52:12       4   10.58    0.00    1.92    0.00    0.00    0.00    0.00    0.00    0.00   87.50
14:52:12       5   13.68    0.00    3.16    0.00    0.00    0.00    0.00    0.00    0.00   83.16
14:52:12       6    3.96    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   94.06
14:52:12       7    4.90    0.00    1.96    0.00    0.00    0.98    0.00    0.00    0.00   92.16
14:52:12       8    2.94    0.00    0.98    0.98    0.00    0.98    0.00    0.00    0.00   94.12
14:52:12       9    5.05    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   91.92
14:52:12      10   14.85    0.00    3.96    0.00    0.00    0.99    0.00    0.00    0.00   80.20
14:52:12      11   10.58    0.00    2.88    0.96    0.00    0.96    0.00    0.00    0.00   84.62
14:52:12      12    2.97    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   95.05
14:52:12      13   13.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   83.00
14:52:12      14    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
14:52:12      15    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04

