Linux 7.0.0-1006-aws (ip-172-31-28-187) 	06/20/26 	_x86_64_	(16 CPU)

20:03:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:03:26     all   38.97    0.00    3.64    0.06    0.00    0.00    0.00    0.00    0.00   57.33
20:03:26       0   42.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   55.00
20:03:26       1   38.78    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   44.90
20:03:26       2   39.80    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   58.16
20:03:26       3   35.05    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   62.89
20:03:26       4   54.00    0.00    4.00    1.00    0.00    0.00    0.00    0.00    0.00   41.00
20:03:26       5   33.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
20:03:26       6   36.73    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   61.22
20:03:26       7   49.49    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   47.47
20:03:26       8   29.47    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   68.42
20:03:26       9   40.40    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   50.51
20:03:26      10   38.54    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   60.42
20:03:26      11   33.67    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   64.29
20:03:26      12   33.67    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   63.27
20:03:26      13   37.11    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   61.86
20:03:26      14   41.67    0.00    2.08    0.00    0.00    0.00    0.00    0.00    0.00   56.25
20:03:26      15   39.39    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   59.60

20:03:26     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:03:27     all   24.46    0.00    1.13    0.06    0.00    0.06    0.00    0.00    0.00   74.27
20:03:27       0   15.31    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   83.67
20:03:27       1   14.14    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   83.84
20:03:27       2   12.12    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   86.87
20:03:27       3    9.09    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   88.89
20:03:27       4   31.63    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   67.35
20:03:27       5   18.37    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   80.61
20:03:27       6   24.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   75.00
20:03:27       7   20.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   78.00
20:03:27       8   17.82    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   80.20
20:03:27       9   16.33    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   82.65
20:03:27      10   15.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   84.00
20:03:27      11  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:03:27      12   28.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   71.00
20:03:27      13   25.51    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   73.47
20:03:27      14   13.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   85.00
20:03:27      15   30.61    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   68.37

20:03:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:03:28     all   15.91    0.00    1.19    0.44    0.00    0.06    0.00    0.00    0.00   82.39
20:03:28       0    8.91    0.00    0.99    0.99    0.00    0.00    0.00    0.00    0.00   89.11
20:03:28       1    9.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   90.00
20:03:28       2   12.12    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   86.87
20:03:28       3   55.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   44.55
20:03:28       4    6.06    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   91.92
20:03:28       5    8.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
20:03:28       6   12.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   86.00
20:03:28       7    7.07    0.00    2.02    1.01    0.00    0.00    0.00    0.00    0.00   89.90
20:03:28       8    6.12    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   92.86
20:03:28       9   13.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   85.00
20:03:28      10   13.00    0.00    3.00    2.00    0.00    0.00    0.00    0.00    0.00   82.00
20:03:28      11   54.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   44.00
20:03:28      12    7.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.86
20:03:28      13    8.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
20:03:28      14    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
20:03:28      15   24.75    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   72.28

20:03:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:03:29     all   36.50    0.00    2.85    0.00    0.00    0.19    0.00    0.00    0.00   60.45
20:03:29       0   37.37    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   60.61
