% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 77.18  317.096587        1613    196577     34107 futex
 17.59   72.281897         330    218819           epoll_pwait2
  3.09   12.683404          50    252892           sendto
  2.05    8.420040          38    217523           write
  0.03    0.137393      137393         1           accept
  0.01    0.057883          36      1568           recvfrom
  0.01    0.047803          34      1377           mprotect
  0.01    0.032834        4104         8           accept4
  0.01    0.027364          50       547           epoll_wait
  0.00    0.009128          14       610           mmap
  0.00    0.006610          11       576           rt_sigprocmask
  0.00    0.006124          10       597           pread64
  0.00    0.005472           4      1308           lseek
  0.00    0.004763           3      1463           read
  0.00    0.004250          28       149           gettid
  0.00    0.002822          52        54           munmap
  0.00    0.002650          32        81           clone3
  0.00    0.002003          64        31           sysinfo
  0.00    0.001669         208         8           clock_nanosleep
  0.00    0.001085          27        39           madvise
  0.00    0.001052          12        82           rseq
  0.00    0.001019          19        52           clock_gettime
  0.00    0.000750           9        82           set_robust_list
  0.00    0.000687           8        80           prctl
  0.00    0.000636          28        22           sched_yield
  0.00    0.000480           6        78        76 readlink
  0.00    0.000312           2       106           sched_getaffinity
  0.00    0.000300          15        19           getrusage
  0.00    0.000193           8        22           setsockopt
  0.00    0.000188           8        22           getsockname
  0.00    0.000124           0       207        97 openat
  0.00    0.000118           2        41        15 stat
  0.00    0.000117           9        12           rt_sigreturn
  0.00    0.000116           5        22           getsockopt
  0.00    0.000088           1        62           epoll_ctl
  0.00    0.000079           3        20           socket
  0.00    0.000070           0       192           close
  0.00    0.000059           3        17         3 ioctl
  0.00    0.000043           4        10         1 access
  0.00    0.000033           0       124         1 fstat
  0.00    0.000022           3         7           prlimit64
  0.00    0.000018           0        19           epoll_create1
  0.00    0.000013           4         3           bind
  0.00    0.000013           0        17           timerfd_create
  0.00    0.000013           0        19           eventfd2
  0.00    0.000012           6         2           unlink
  0.00    0.000010           3         3           statx
  0.00    0.000009           9         1           epoll_create
  0.00    0.000008           0        15           fcntl
  0.00    0.000007           7         1           socketpair
  0.00    0.000002           1         2           listen
  0.00    0.000000           0         2           lstat
  0.00    0.000000           0         4           brk
  0.00    0.000000           0        23           rt_sigaction
  0.00    0.000000           0         7           getpid
  0.00    0.000000           0         4         4 connect
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         2           uname
  0.00    0.000000           0         1           flock
  0.00    0.000000           0         2           ftruncate
  0.00    0.000000           0         3           getcwd
  0.00    0.000000           0         4           fchdir
  0.00    0.000000           0         1         1 mkdir
  0.00    0.000000           0         1           getuid
  0.00    0.000000           0         4           geteuid
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         6           getdents64
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0        61        54 newfstatat
  0.00    0.000000           0         1         1 recvmmsg
  0.00    0.000000           0         1         1 sendmmsg
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00  410.838372         458    895724     34362 total
