% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 90.81   55.781994        1385     40256      8440 futex
  5.49    3.374110          18    180091           io_uring_enter
  1.86    1.143979         712      1605           read
  1.73    1.064021     1064020         1           accept
  0.03    0.017939          10      1759           mprotect
  0.01    0.007404          11       631           mmap
  0.01    0.006294           4      1453           lseek
  0.01    0.006252          12       520           rt_sigprocmask
  0.01    0.003310         114        29           sched_yield
  0.01    0.003288          46        71           clone3
  0.00    0.002188          47        46           madvise
  0.00    0.002033           3       548           pread64
  0.00    0.001879          24        76           munmap
  0.00    0.001856          32        57           io_uring_register
  0.00    0.001350           8       167           close
  0.00    0.001119          11        98           write
  0.00    0.000751          10        72           rseq
  0.00    0.000629           6        94           sched_getaffinity
  0.00    0.000560           8        70           prctl
  0.00    0.000533           2       204        97 openat
  0.00    0.000511           7        72           set_robust_list
  0.00    0.000494           6        74           gettid
  0.00    0.000473           3       132           clock_gettime
  0.00    0.000307           3        78        76 readlink
  0.00    0.000295           7        40        15 stat
  0.00    0.000269           8        31           getrusage
  0.00    0.000237           2       111         1 fstat
  0.00    0.000111           4        25           io_uring_setup
  0.00    0.000095           5        19           socket
  0.00    0.000093          10         9           getsockname
  0.00    0.000087           4        18         3 ioctl
  0.00    0.000085          28         3           bind
  0.00    0.000083           1        61        54 newfstatat
  0.00    0.000056          18         3         1 unlink
  0.00    0.000049           3        15           fcntl
  0.00    0.000043           1        26           sysinfo
  0.00    0.000027           2        10         1 access
  0.00    0.000024          24         1           socketpair
  0.00    0.000020           0        23           rt_sigaction
  0.00    0.000020           3         6           getsockopt
  0.00    0.000019          19         1           shutdown
  0.00    0.000013           3         4         4 connect
  0.00    0.000013           4         3           getcwd
  0.00    0.000010           1         7           getpid
  0.00    0.000009           4         2           uname
  0.00    0.000008           4         2           listen
  0.00    0.000007           1         7           setsockopt
  0.00    0.000006           2         3           statx
  0.00    0.000004           4         1           getuid
  0.00    0.000002           1         2           rt_sigreturn
  0.00    0.000000           0         1           lstat
  0.00    0.000000           0         4           brk
  0.00    0.000000           0         1           getpeername
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           flock
  0.00    0.000000           0         2           ftruncate
  0.00    0.000000           0         4           fchdir
  0.00    0.000000           0         1         1 mkdir
  0.00    0.000000           0         4           geteuid
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         6           getdents64
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0         1           epoll_ctl
  0.00    0.000000           0        18           eventfd2
  0.00    0.000000           0         1           epoll_create1
  0.00    0.000000           0         7           prlimit64
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   61.424959         268    228695      8694 total
