% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 72.16  250.210000        1706    146588     26089 futex
 24.51   84.977294         310    273438           io_uring_enter
  3.13   10.851180          93    115685           write
  0.07    0.228805         119      1909           mprotect
  0.05    0.188334      188334         1           accept
  0.02    0.059256         637        93           clock_nanosleep
  0.02    0.052942          36      1449           read
  0.01    0.027441         167       164           getrusage
  0.01    0.022350          31       719           mmap
  0.01    0.017914          17      1002           gettid
  0.01    0.017911          17      1042           rt_sigprocmask
  0.00    0.015064          24       606           pread64
  0.00    0.011781         261        45           madvise
  0.00    0.011658           9      1294           lseek
  0.00    0.007204          77        93           clone3
  0.00    0.006679         107        62           sched_yield
  0.00    0.006346          88        72           sysinfo
  0.00    0.006288          19       329           clock_gettime
  0.00    0.004104          10       394           rt_sigreturn
  0.00    0.002537          12       198           getsockname
  0.00    0.002389          25        94           rseq
  0.00    0.001771          19        92           prctl
  0.00    0.001705           8       207        97 openat
  0.00    0.001689          10       166           sched_getaffinity
  0.00    0.001324          13        95           munmap
  0.00    0.001187          12        94           set_robust_list
  0.00    0.001123           8       133           setsockopt
  0.00    0.000903          15        57           io_uring_register
  0.00    0.000721           9        78        76 readlink
  0.00    0.000582           3       170           close
  0.00    0.000581           9        64           getpeername
  0.00    0.000390           3       124         1 fstat
  0.00    0.000206           3        61        54 newfstatat
  0.00    0.000173           4        41        15 stat
  0.00    0.000139           7        19           socket
  0.00    0.000093           4        23           rt_sigaction
  0.00    0.000089          29         3           statx
  0.00    0.000061           4        15           fcntl
  0.00    0.000056          18         3           bind
  0.00    0.000045          11         4         4 connect
  0.00    0.000041           6         6           getdents64
  0.00    0.000037           1        25           io_uring_setup
  0.00    0.000034           4         7           prlimit64
  0.00    0.000029           4         7           getpid
  0.00    0.000028          28         1           socketpair
  0.00    0.000025           1        17         3 ioctl
  0.00    0.000025           4         6           getsockopt
  0.00    0.000017           4         4           fchdir
  0.00    0.000017           4         4           geteuid
  0.00    0.000016           4         4           brk
  0.00    0.000011           5         2           ftruncate
  0.00    0.000011           0        18           eventfd2
  0.00    0.000010           1        10         1 access
  0.00    0.000009           9         1           statfs
  0.00    0.000009           4         2         1 arch_prctl
  0.00    0.000007           7         1           flock
  0.00    0.000006           3         2           listen
  0.00    0.000006           6         1         1 mkdir
  0.00    0.000005           2         2           lstat
  0.00    0.000005           2         2           uname
  0.00    0.000005           1         3           getcwd
  0.00    0.000005           5         1           clock_getres
  0.00    0.000005           5         1           epoll_ctl
  0.00    0.000005           5         1           getrandom
  0.00    0.000004           4         1           getuid
  0.00    0.000004           4         1           set_tid_address
  0.00    0.000004           4         1           epoll_create1
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         3         1 unlink
------ ----------- ----------- --------- --------- ------------------
100.00  346.740695         634    546862     26343 total
