% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 80.03   44.270835        1039     42607      9328 futex
 11.17    6.179814         154     40022           epoll_pwait2
  3.07    1.700453          42     40001           writev
  2.33    1.291542          32     40001           recvfrom
  1.91    1.055110     1055110         1           accept
  1.21    0.667116         410      1625           read
  0.14    0.075423        9427         8           accept4
  0.05    0.028020          19      1442           mprotect
  0.02    0.009120          15       602           mmap
  0.01    0.006721          13       485           rt_sigprocmask
  0.01    0.005730           3      1473           lseek
  0.01    0.003921          91        43           madvise
  0.01    0.003292          17       190           close
  0.01    0.003214          69        46           munmap
  0.01    0.003143          48        65           clone3
  0.00    0.002458           4       533           pread64
  0.00    0.001512          17        88           sched_getaffinity
  0.00    0.001451          14       101           gettid
  0.00    0.001069          16        66           rseq
  0.00    0.001052           8       124           clock_gettime
  0.00    0.000992          12        78        76 readlink
  0.00    0.000928           4       205        97 openat
  0.00    0.000802          11        71           write
  0.00    0.000722          11        64           prctl
  0.00    0.000656           9        66           set_robust_list
  0.00    0.000530           8        62           epoll_ctl
  0.00    0.000435          43        10           rt_sigreturn
  0.00    0.000397           3       112         1 fstat
  0.00    0.000395           9        40        15 stat
  0.00    0.000316          13        23           getrusage
  0.00    0.000282          10        27           sched_yield
  0.00    0.000282          12        22           setsockopt
  0.00    0.000262          14        18         3 ioctl
  0.00    0.000196          11        17           epoll_wait
  0.00    0.000164           7        22           getsockname
  0.00    0.000141           8        17           sysinfo
  0.00    0.000125           2        61        54 newfstatat
  0.00    0.000118           5        20           socket
  0.00    0.000110           5        22           getsockopt
  0.00    0.000093           4        23           rt_sigaction
  0.00    0.000067          22         3           statx
  0.00    0.000057           3        15           fcntl
  0.00    0.000047          11         4         4 connect
  0.00    0.000040           6         6           getdents64
  0.00    0.000031           4         7           getpid
  0.00    0.000030          10         3           bind
  0.00    0.000024          24         1           clock_nanosleep
  0.00    0.000022           3         7           prlimit64
  0.00    0.000017           4         4           fchdir
  0.00    0.000017           4         4           geteuid
  0.00    0.000012           6         2           ftruncate
  0.00    0.000012           6         2           unlink
  0.00    0.000012           0        19           eventfd2
  0.00    0.000011           5         2         1 flock
  0.00    0.000011           3         3           getcwd
  0.00    0.000010           5         2           uname
  0.00    0.000010           0        19           epoll_create1
  0.00    0.000009           9         1           epoll_create
  0.00    0.000008           8         1           statfs
  0.00    0.000007           1         4           brk
  0.00    0.000006           6         1           clock_getres
  0.00    0.000005           5         1           lstat
  0.00    0.000005           5         1         1 mkdir
  0.00    0.000005           0        17           timerfd_create
  0.00    0.000005           5         1         1 recvmmsg
  0.00    0.000004           4         1           getuid
  0.00    0.000004           4         1         1 sendmmsg
  0.00    0.000002           1         2           listen
  0.00    0.000000           0        10         1 access
  0.00    0.000000           0         1           shutdown
  0.00    0.000000           0         1           socketpair
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   55.319432         324    170654      9584 total
