% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 83.03  305.168203        1990    153305     26712 futex
 14.16   52.032931         136    381188           io_uring_enter
  2.74   10.057549          67    150089           write
  0.03    0.121858      121858         1           accept
  0.02    0.059194          38      1544           mprotect
  0.01    0.018648          12      1447           read
  0.00    0.012691          19       664           mmap
  0.00    0.008503          14       580           rt_sigprocmask
  0.00    0.007964          89        89           munmap
  0.00    0.005731           4      1292           lseek
  0.00    0.005053          29       170           close
  0.00    0.004951          61        81           clone3
  0.00    0.004205           6       606           pread64
  0.00    0.002845          49        57           io_uring_register
  0.00    0.002698          71        38           madvise
  0.00    0.002115          26        80           prctl
  0.00    0.001549         258         6           getsockopt
  0.00    0.001318         119        11           clock_nanosleep
  0.00    0.001222           8       148           gettid
  0.00    0.001056          12        82           rseq
  0.00    0.000917          14        62           clock_gettime
  0.00    0.000809           3       207        97 openat
  0.00    0.000770           7       108           sched_getaffinity
  0.00    0.000636           7        82           set_robust_list
  0.00    0.000538          19        27           getrusage
  0.00    0.000421           3       124         1 fstat
  0.00    0.000389          12        31           sysinfo
  0.00    0.000289           7        41        15 stat
  0.00    0.000248          11        21           setsockopt
  0.00    0.000246           8        30           getsockname
  0.00    0.000238           3        78        76 readlink
  0.00    0.000132          16         8           getpeername
  0.00    0.000124           6        19           socket
  0.00    0.000121           1        61        54 newfstatat
  0.00    0.000112          18         6           getdents64
  0.00    0.000103           1        61           sched_yield
  0.00    0.000098           5        18           rt_sigreturn
  0.00    0.000095           4        23           rt_sigaction
  0.00    0.000071           7        10         1 access
  0.00    0.000066           4        15           fcntl
  0.00    0.000059          19         3           bind
  0.00    0.000050           2        25           io_uring_setup
  0.00    0.000047          11         4         4 connect
  0.00    0.000031           4         7           prlimit64
  0.00    0.000030           1        17         3 ioctl
  0.00    0.000026          26         1           shutdown
  0.00    0.000024           3         7           getpid
  0.00    0.000019           4         4           fchdir
  0.00    0.000016           4         4           geteuid
  0.00    0.000014           7         2           ftruncate
  0.00    0.000014           4         3           getcwd
  0.00    0.000009           9         1           statfs
  0.00    0.000006           3         2           listen
  0.00    0.000006           3         2           uname
  0.00    0.000006           6         1           flock
  0.00    0.000006           6         1         1 mkdir
  0.00    0.000005           2         2           lstat
  0.00    0.000005           5         1           socketpair
  0.00    0.000005           5         1           getuid
  0.00    0.000005           5         1           clock_getres
  0.00    0.000003           3         1           epoll_create1
  0.00    0.000002           2         1           epoll_ctl
  0.00    0.000002           0        18           eventfd2
  0.00    0.000000           0         4           brk
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         3         1 unlink
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           getrandom
  0.00    0.000000           0         3           statx
------ ----------- ----------- --------- --------- ------------------
100.00  367.527097         530    692634     26966 total
