% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 73.74  210.781486        1626    129599     24650 futex
 22.29   63.703341         414    153768           io_uring_enter
  3.58   10.241753         161     63374           write
  0.20    0.578358         281      2057           mprotect
  0.11    0.321215      321215         1           accept
  0.01    0.039790          27      1451           read
  0.01    0.025084          32       774           getsockname
  0.01    0.020768          40       517           setsockopt
  0.01    0.019068          24       774           rt_sigprocmask
  0.01    0.018657          29       639           gettid
  0.00    0.012801          17       737           mmap
  0.00    0.012228         107       114           sched_yield
  0.00    0.010790           8      1296           lseek
  0.00    0.010416          40       256           getpeername
  0.00    0.008876          22       388           clock_gettime
  0.00    0.006748          44       151           getrusage
  0.00    0.004167          24       171           close
  0.00    0.003695          37        98           munmap
  0.00    0.003445          20       168           sched_getaffinity
  0.00    0.003416          75        45           madvise
  0.00    0.003266           5       606           pread64
  0.00    0.002998          31        95           clone3
  0.00    0.002363          26        88           sysinfo
  0.00    0.002104          33        63           clock_nanosleep
  0.00    0.001885          33        57           io_uring_register
  0.00    0.000978          10        96           rseq
  0.00    0.000832           8        96           set_robust_list
  0.00    0.000670           5       114           rt_sigreturn
  0.00    0.000482           5        94           prctl
  0.00    0.000402          16        25           io_uring_setup
  0.00    0.000398          23        17         3 ioctl
  0.00    0.000139           3        41        15 stat
  0.00    0.000105           0       125         1 fstat
  0.00    0.000079           0       208        97 openat
  0.00    0.000076           0        78        76 readlink
  0.00    0.000071           3        19           socket
  0.00    0.000030           5         6           getsockopt
  0.00    0.000028           2        10         1 access
  0.00    0.000027          27         1           socketpair
  0.00    0.000023           7         3         1 unlink
  0.00    0.000015           5         3           bind
  0.00    0.000006           6         1           shutdown
  0.00    0.000004           0        18           eventfd2
  0.00    0.000002           1         2           listen
  0.00    0.000001           0         2           uname
  0.00    0.000000           0         2           lstat
  0.00    0.000000           0         4           brk
  0.00    0.000000           0        23           rt_sigaction
  0.00    0.000000           0         7           getpid
  0.00    0.000000           0         4         4 connect
  0.00    0.000000           0         1           execve
  0.00    0.000000           0        15           fcntl
  0.00    0.000000           0         2         1 flock
  0.00    0.000000           0         2           ftruncate
  0.00    0.000000           0         3           getcwd
  0.00    0.000000           0         4           fchdir
  0.00    0.000000           0         1         1 mkdir
  0.00    0.000000           0         1           getuid
  0.00    0.000000           0         4           geteuid
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         6           getdents64
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0         1           epoll_ctl
  0.00    0.000000           0        61        54 newfstatat
  0.00    0.000000           0         1           epoll_create1
  0.00    0.000000           0         7           prlimit64
  0.00    0.000000           0         1           getrandom
  0.00    0.000000           0         3           statx
------ ----------- ----------- --------- --------- ------------------
100.00  285.843086         797    358404     24905 total
