% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 90.59   39.252654         946     41469      9426 futex
  5.57    2.415049          20    120088           io_uring_enter
  2.24    0.971018      971018         1           accept
  1.49    0.644200         401      1605           read
  0.03    0.013436           8      1635           mprotect
  0.01    0.006420           4      1453           lseek
  0.01    0.006100          12       472           rt_sigprocmask
  0.01    0.005031           8       618           mmap
  0.01    0.002505           4       548           pread64
  0.01    0.002216          34        65           clone3
  0.00    0.001631          40        40           madvise
  0.00    0.001069           5       204        97 openat
  0.00    0.000906          11        76           munmap
  0.00    0.000610           3       167           close
  0.00    0.000479          11        40        15 stat
  0.00    0.000450           4        98           write
  0.00    0.000445           6        64           prctl
  0.00    0.000402           6        66           rseq
  0.00    0.000388           4        88           sched_getaffinity
  0.00    0.000380           6        57           io_uring_register
  0.00    0.000358           5        66           set_robust_list
  0.00    0.000333           4        68           gettid
  0.00    0.000241           2        99           clock_gettime
  0.00    0.000175           9        19           socket
  0.00    0.000155           1        78        76 readlink
  0.00    0.000151           6        23           sched_yield
  0.00    0.000130           1       111         1 fstat
  0.00    0.000110           4        26           getrusage
  0.00    0.000088           9         9           getsockname
  0.00    0.000073          24         3           bind
  0.00    0.000066           2        25           io_uring_setup
  0.00    0.000061           4        15           fcntl
  0.00    0.000053           3        16           sysinfo
  0.00    0.000049           2        18         3 ioctl
  0.00    0.000042           6         7           setsockopt
  0.00    0.000033          11         3         1 unlink
  0.00    0.000032           3        10         1 access
  0.00    0.000028           4         6           getsockopt
  0.00    0.000025          25         1           socketpair
  0.00    0.000023          23         1           getpeername
  0.00    0.000021           7         3           statx
  0.00    0.000019           0        61        54 newfstatat
  0.00    0.000013           3         4         4 connect
  0.00    0.000012           0        23           rt_sigaction
  0.00    0.000010          10         1           shutdown
  0.00    0.000009           0        18           eventfd2
  0.00    0.000008           2         3           getcwd
  0.00    0.000008           8         1           epoll_ctl
  0.00    0.000008           8         1           epoll_create1
  0.00    0.000007           1         7           getpid
  0.00    0.000007           3         2           uname
  0.00    0.000006           3         2           listen
  0.00    0.000005           0         7           prlimit64
  0.00    0.000004           4         1           getuid
  0.00    0.000002           1         2           rt_sigreturn
  0.00    0.000000           0         1           lstat
  0.00    0.000000           0         4           brk
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           flock
  0.00    0.000000           0         2           ftruncate
  0.00    0.000000           0         4           fchdir
  0.00    0.000000           0         1         1 mkdir
  0.00    0.000000           0         4           geteuid
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         6           getdents64
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   43.327754         255    169624      9680 total
