% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 73.11   58.350245        1594     36597      8109 futex
 24.06   19.202457         180    106609           io_uring_enter
  1.30    1.038283         647      1603           read
  1.13    0.900019      900019         1           accept
  0.16    0.129008          69      1848           mprotect
  0.04    0.030640          62       491           rt_sigprocmask
  0.03    0.022829          33       675           mmap
  0.02    0.016120          81       198           getsockname
  0.02    0.014938          91       163           write
  0.02    0.012917         201        64           getpeername
  0.01    0.011513          86       133           setsockopt
  0.01    0.011317         128        88           munmap
  0.01    0.008839          52       168           close
  0.01    0.007947         139        57           io_uring_register
  0.01    0.007019         171        41           madvise
  0.01    0.006957          51       134           gettid
  0.01    0.006932         101        68           clone3
  0.01    0.006793           4      1451           lseek
  0.01    0.006781          12       536           pread64
  0.01    0.006656          81        82           sysinfo
  0.00    0.002573          28        91           sched_getaffinity
  0.00    0.002445          35        69           set_robust_list
  0.00    0.001896         270         7           clock_nanosleep
  0.00    0.001758          26        67           prctl
  0.00    0.001441          15        94           clock_gettime
  0.00    0.001183          49        24           sched_yield
  0.00    0.001080          15        69           rseq
  0.00    0.000491          23        21           getrusage
  0.00    0.000468           2       205        97 openat
  0.00    0.000418          10        40        15 stat
  0.00    0.000302          16        18           eventfd2
  0.00    0.000243           9        25           io_uring_setup
  0.00    0.000215           1       112         1 fstat
  0.00    0.000200           2        78        76 readlink
  0.00    0.000130          21         6           getsockopt
  0.00    0.000118           1        61        54 newfstatat
  0.00    0.000085          85         1           shutdown
  0.00    0.000041           2        15           fcntl
  0.00    0.000035           1        19           socket
  0.00    0.000031           1        18         3 ioctl
  0.00    0.000029           9         3           statx
  0.00    0.000022           7         3           bind
  0.00    0.000020           6         3         1 unlink
  0.00    0.000019           0        23           rt_sigaction
  0.00    0.000018           1        10         1 access
  0.00    0.000014           7         2           rt_sigreturn
  0.00    0.000013           3         4         4 connect
  0.00    0.000011           3         3           getcwd
  0.00    0.000010           1         7           getpid
  0.00    0.000005           2         2           uname
  0.00    0.000004           4         1           getuid
  0.00    0.000004           4         1           epoll_ctl
  0.00    0.000003           1         2           listen
  0.00    0.000003           3         1           epoll_create1
  0.00    0.000002           0         7           prlimit64
  0.00    0.000000           0         1           lstat
  0.00    0.000000           0         4           brk
  0.00    0.000000           0         1           socketpair
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         2         1 flock
  0.00    0.000000           0         2           ftruncate
  0.00    0.000000           0         4           fchdir
  0.00    0.000000           0         1         1 mkdir
  0.00    0.000000           0         4           geteuid
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         6           getdents64
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   79.813540         524    152151      8364 total
