% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 73.38   38.659405         874     44211      9813 futex
 23.30   12.275335         219     55954           io_uring_enter
  1.69    0.890344      890344         1           accept
  0.85    0.450315         280      1603           read
  0.18    0.092442          47      1951           mprotect
  0.10    0.053153          68       774           getsockname
  0.10    0.051433         307       167           close
  0.06    0.031240         359        87           munmap
  0.05    0.026182         281        93           sysinfo
  0.05    0.025432          37       685           mmap
  0.04    0.022900          45       506           rt_sigprocmask
  0.04    0.019095          13      1451           lseek
  0.03    0.016176          31       517           setsockopt
  0.03    0.015617          42       367           write
  0.02    0.010567         148        71           clone3
  0.02    0.008478          33       256           getpeername
  0.01    0.007241         127        57           io_uring_register
  0.01    0.005081          40       125           gettid
  0.01    0.004136          57        72           set_robust_list
  0.01    0.003919          41        94           sched_getaffinity
  0.00    0.001784          24        72           rseq
  0.00    0.001781           3       536           pread64
  0.00    0.001587          39        40           madvise
  0.00    0.001393          55        25           sched_yield
  0.00    0.001080          15        70           prctl
  0.00    0.000837           4       204        97 openat
  0.00    0.000696          38        18           eventfd2
  0.00    0.000507          84         6           clock_nanosleep
  0.00    0.000472         472         1           shutdown
  0.00    0.000410           3       111         1 fstat
  0.00    0.000331           4        79           clock_gettime
  0.00    0.000273          10        25           io_uring_setup
  0.00    0.000152           7        20           getrusage
  0.00    0.000128           3        40        15 stat
  0.00    0.000090           3        23           rt_sigaction
  0.00    0.000060           0        78        76 readlink
  0.00    0.000059           3        19           socket
  0.00    0.000050           3        15           fcntl
  0.00    0.000048           4        10         1 access
  0.00    0.000044          11         4         4 connect
  0.00    0.000035           5         6           getsockopt
  0.00    0.000033           0        61        54 newfstatat
  0.00    0.000032          10         3           bind
  0.00    0.000025           1        18         3 ioctl
  0.00    0.000022           3         7           prlimit64
  0.00    0.000019           3         6           getdents64
  0.00    0.000018           6         3           statx
  0.00    0.000017           4         4           fchdir
  0.00    0.000016           2         7           getpid
  0.00    0.000016           4         4           geteuid
  0.00    0.000012           6         2           ftruncate
  0.00    0.000012           4         3           getcwd
  0.00    0.000009           9         1           statfs
  0.00    0.000007           7         1           socketpair
  0.00    0.000006           6         1           flock
  0.00    0.000006           6         1         1 mkdir
  0.00    0.000006           2         3         1 unlink
  0.00    0.000005           5         1           lstat
  0.00    0.000005           5         1           rt_sigreturn
  0.00    0.000005           5         1           clock_getres
  0.00    0.000004           2         2           uname
  0.00    0.000003           1         2           listen
  0.00    0.000003           3         1           getuid
  0.00    0.000000           0         4           brk
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           epoll_ctl
  0.00    0.000000           0         1           epoll_create1
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   52.680589         476    110588     10067 total
