% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 73.78  220.092697        1433    153545     28616 futex
 23.24   69.337194         338    204860           io_uring_enter
  2.79    8.310169          97     84961           write
  0.08    0.247720      247720         1           accept
  0.05    0.156428          82      1899           mprotect
  0.01    0.039757         286       139           sched_yield
  0.01    0.022294          31       719           mmap
  0.01    0.015638          78       198           getsockname
  0.01    0.015499          10      1449           read
  0.00    0.014434          11      1294           lseek
  0.00    0.013554          22       608           pread64
  0.00    0.013417          19       681           rt_sigprocmask
  0.00    0.006124          20       295           gettid
  0.00    0.006083         253        24           clock_nanosleep
  0.00    0.005202          56        92           clone3
  0.00    0.004528          70        64           getpeername
  0.00    0.004364          32       133           setsockopt
  0.00    0.004137          40       101           getrusage
  0.00    0.003722          19       191           clock_gettime
  0.00    0.002538          26        95           munmap
  0.00    0.002210          23        93           rseq
  0.00    0.001587          17        93           set_robust_list
  0.00    0.001469          11       126           sched_getaffinity
  0.00    0.001401          24        57           io_uring_register
  0.00    0.001309          14        91           prctl
  0.00    0.001195          27        44           madvise
  0.00    0.000771           4       170           close
  0.00    0.000673           7        87           sysinfo
  0.00    0.000328           8        41           rt_sigreturn
  0.00    0.000248           1       207        97 openat
  0.00    0.000159           6        25           io_uring_setup
  0.00    0.000149           1        78        76 readlink
  0.00    0.000148           1       124         1 fstat
  0.00    0.000098           2        41        15 stat
  0.00    0.000077           5        15           fcntl
  0.00    0.000032           0        61        54 newfstatat
  0.00    0.000024           3         7           getpid
  0.00    0.000022           3         6           getsockopt
  0.00    0.000017           4         4           fchdir
  0.00    0.000013           0        19           socket
  0.00    0.000013           6         2           ftruncate
  0.00    0.000012           0        17         3 ioctl
  0.00    0.000012          12         1           shutdown
  0.00    0.000012           4         3           bind
  0.00    0.000012           3         4           geteuid
  0.00    0.000011           1         7           prlimit64
  0.00    0.000010           0        18           eventfd2
  0.00    0.000009           1         6           getdents64
  0.00    0.000008           4         2           lstat
  0.00    0.000007           1         4         4 connect
  0.00    0.000006           6         1           flock
  0.00    0.000005           5         1           socketpair
  0.00    0.000005           5         1         1 mkdir
  0.00    0.000004           4         1           epoll_create1
  0.00    0.000003           1         3           getcwd
  0.00    0.000003           3         1           epoll_ctl
  0.00    0.000003           1         3           statx
  0.00    0.000002           1         2           listen
  0.00    0.000000           0         4           brk
  0.00    0.000000           0        23           rt_sigaction
  0.00    0.000000           0        10         1 access
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         2           uname
  0.00    0.000000           0         3         1 unlink
  0.00    0.000000           0         1           getuid
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00  298.327566         658    452865     28870 total
