% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 71.68   50.616817        1227     41238      9392 futex
 25.13   17.746793         212     83331           io_uring_enter
  1.54    1.090075     1090075         1           accept
  0.96    0.675375         421      1603           read
  0.26    0.181191          94      1921           mprotect
  0.08    0.059282         114       517           setsockopt
  0.08    0.058782          75       774           getsockname
  0.05    0.035055          97       361           write
  0.04    0.027533          40       687           mmap
  0.04    0.025874         101       256           getpeername
  0.03    0.020787          41       504           rt_sigprocmask
  0.02    0.013071         165        79           sysinfo
  0.01    0.008444           5      1451           lseek
  0.01    0.007496          44       167           close
  0.01    0.007246          82        88           munmap
  0.01    0.006171         108        57           io_uring_register
  0.01    0.005991          85        70           clone3
  0.01    0.004383          33       129           gettid
  0.00    0.003453           6       536           pread64
  0.00    0.003284          35        93           sched_getaffinity
  0.00    0.003060          43        71           rseq
  0.00    0.002669          63        42           madvise
  0.00    0.002269          90        25           io_uring_setup
  0.00    0.001959          27        71           set_robust_list
  0.00    0.001760          76        23           sched_yield
  0.00    0.001570          22        69           prctl
  0.00    0.001155          12        94           clock_gettime
  0.00    0.001082        1082         1           shutdown
  0.00    0.000572           2       204        97 openat
  0.00    0.000546         109         5           clock_nanosleep
  0.00    0.000343           3       111         1 fstat
  0.00    0.000241           3        78        76 readlink
  0.00    0.000150          25         6           getsockopt
  0.00    0.000095           2        40        15 stat
  0.00    0.000094           4        21           getrusage
  0.00    0.000076           3        23           rt_sigaction
  0.00    0.000074           1        61        54 newfstatat
  0.00    0.000043           7         6           getdents64
  0.00    0.000040           2        19           socket
  0.00    0.000034           8         4         4 connect
  0.00    0.000026           1        15           fcntl
  0.00    0.000025           3         7           prlimit64
  0.00    0.000019           4         4           fchdir
  0.00    0.000019           6         3           statx
  0.00    0.000017           5         3         1 unlink
  0.00    0.000016           0        18         3 ioctl
  0.00    0.000016           2         7           getpid
  0.00    0.000016           4         4           geteuid
  0.00    0.000012           6         2           ftruncate
  0.00    0.000009           0        18           eventfd2
  0.00    0.000008           8         1           statfs
  0.00    0.000007           1         4           brk
  0.00    0.000006           6         1           flock
  0.00    0.000005           5         1           lstat
  0.00    0.000005           5         1         1 mkdir
  0.00    0.000005           5         1           clock_getres
  0.00    0.000004           4         1           rt_sigreturn
  0.00    0.000004           1         3           getcwd
  0.00    0.000002           2         1           epoll_ctl
  0.00    0.000002           2         1           epoll_create1
  0.00    0.000000           0        10         1 access
  0.00    0.000000           0         3           bind
  0.00    0.000000           0         2           listen
  0.00    0.000000           0         1           socketpair
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         2           uname
  0.00    0.000000           0         1           getuid
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   70.615158         523    134957      9646 total
