% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 70.70   58.061254        1519     38200      8263 futex
 10.63    8.730529         707     12341           epoll_pwait2
  7.80    6.403538         106     60001           writev
  6.90    5.666438          94     60001           recvfrom
  1.51    1.242596     1242596         1           accept
  1.27    1.041581         640      1625           read
  0.22    0.180653          58      3110           epoll_ctl
  0.22    0.179678         175      1024           accept4
  0.15    0.119954          61      1963           mprotect
  0.13    0.107121          52      2054           setsockopt
  0.13    0.105340          51      2054           getsockname
  0.10    0.081705          39      2054           getsockopt
  0.08    0.067185          55      1205           close
  0.03    0.026308          34       768           write
  0.03    0.022581          34       649           mmap
  0.03    0.021901          42       517           rt_sigprocmask
  0.01    0.007466         173        43           madvise
  0.01    0.007153           4      1473           lseek
  0.01    0.007064          99        71           clone3
  0.01    0.006721          42       159           gettid
  0.01    0.006300          73        86           sysinfo
  0.01    0.004747          81        58           epoll_wait
  0.00    0.003769           6       545           pread64
  0.00    0.003130          33        94           sched_getaffinity
  0.00    0.002659          37        70           prctl
  0.00    0.002527          97        26           sched_yield
  0.00    0.002424          33        72           set_robust_list
  0.00    0.001585          29        53           munmap
  0.00    0.001258          17        72           rseq
  0.00    0.000882           7       125           clock_gettime
  0.00    0.000584           2       204        97 openat
  0.00    0.000279          11        24           getrusage
  0.00    0.000260           2       111         1 fstat
  0.00    0.000246           3        78        76 readlink
  0.00    0.000217           5        40        15 stat
  0.00    0.000148          37         4           clock_nanosleep
  0.00    0.000127           6        20           socket
  0.00    0.000097          97         1           shutdown
  0.00    0.000077           3        23           rt_sigaction
  0.00    0.000061           3        18         3 ioctl
  0.00    0.000045          11         4         4 connect
  0.00    0.000041           6         6           getdents64
  0.00    0.000034           2        15           fcntl
  0.00    0.000027           3         7           prlimit64
  0.00    0.000021           1        19           epoll_create1
  0.00    0.000020           6         3           statx
  0.00    0.000018           4         4           fchdir
  0.00    0.000017           2         7           getpid
  0.00    0.000017           0        61        54 newfstatat
  0.00    0.000016           4         4           geteuid
  0.00    0.000015           0        19           eventfd2
  0.00    0.000013           6         2           ftruncate
  0.00    0.000011           1        10         1 access
  0.00    0.000011           3         3           bind
  0.00    0.000011           5         2           unlink
  0.00    0.000009           9         1           statfs
  0.00    0.000006           1         4           brk
  0.00    0.000006           6         1           flock
  0.00    0.000006           6         1           clock_getres
  0.00    0.000005           5         1           lstat
  0.00    0.000005           1         5           rt_sigreturn
  0.00    0.000005           2         2           uname
  0.00    0.000005           5         1         1 mkdir
  0.00    0.000005           5         1         1 recvmmsg
  0.00    0.000005           5         1         1 sendmmsg
  0.00    0.000003           1         3           getcwd
  0.00    0.000002           2         1           epoll_create
  0.00    0.000002           0        17           timerfd_create
  0.00    0.000000           0         2           listen
  0.00    0.000000           0         1           socketpair
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           getuid
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   82.118524         429    191251      8518 total
