% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 77.20   54.344298        1501     36202      7926 futex
 11.99    8.436984         140     60022           epoll_pwait2
  4.01    2.825778          47     60001           writev
  2.98    2.097609          34     60001           recvfrom
  1.86    1.306200         803      1625           read
  1.72    1.213202     1213202         1           accept
  0.06    0.042680        5335         8           accept4
  0.04    0.028541          20      1424           mprotect
  0.03    0.019058          40       471           rt_sigprocmask
  0.02    0.015474          81       189           close
  0.01    0.010282          17       592           mmap
  0.01    0.008358          96        87           sched_getaffinity
  0.01    0.006811         109        62           epoll_ctl
  0.01    0.006430           4      1473           lseek
  0.01    0.004683          73        64           clone3
  0.01    0.004488         204        22           getsockopt
  0.01    0.004205         110        38           madvise
  0.01    0.003751          39        96           gettid
  0.00    0.002769         251        11           rt_sigreturn
  0.00    0.002097          48        43           munmap
  0.00    0.001589          22        71           write
  0.00    0.001469          54        27           sysinfo
  0.00    0.001445           2       545           pread64
  0.00    0.000908          13        65           set_robust_list
  0.00    0.000895          13        65           rseq
  0.00    0.000659          38        17           epoll_wait
  0.00    0.000640          10        63           prctl
  0.00    0.000595           4       125           clock_gettime
  0.00    0.000541           2       204        97 openat
  0.00    0.000459           5        78        76 readlink
  0.00    0.000321           2       111         1 fstat
  0.00    0.000261          10        24           getrusage
  0.00    0.000222           8        26           sched_yield
  0.00    0.000132          66         2           clock_nanosleep
  0.00    0.000125           3        40        15 stat
  0.00    0.000121           5        22           getsockname
  0.00    0.000098           1        61        54 newfstatat
  0.00    0.000070           4        17           timerfd_create
  0.00    0.000070           3        19           eventfd2
  0.00    0.000067           3        19           epoll_create1
  0.00    0.000047           3        15           fcntl
  0.00    0.000043           1        22           setsockopt
  0.00    0.000036           2        18         3 ioctl
  0.00    0.000033           4         7           getpid
  0.00    0.000032          32         1           shutdown
  0.00    0.000028           1        20           socket
  0.00    0.000017           4         4         4 connect
  0.00    0.000017           4         4           fchdir
  0.00    0.000013           6         2           ftruncate
  0.00    0.000013           3         4           geteuid
  0.00    0.000012           0        23           rt_sigaction
  0.00    0.000011           1         6           getdents64
  0.00    0.000008           0        10         1 access
  0.00    0.000008           2         3           getcwd
  0.00    0.000008           2         3           statx
  0.00    0.000007           7         1           flock
  0.00    0.000006           6         1         1 mkdir
  0.00    0.000005           5         1           lstat
  0.00    0.000005           2         2           unlink
  0.00    0.000003           1         2           uname
  0.00    0.000003           3         1           getuid
  0.00    0.000000           0         4           brk
  0.00    0.000000           0         3           bind
  0.00    0.000000           0         2           listen
  0.00    0.000000           0         1           socketpair
  0.00    0.000000           0         1           execve
  0.00    0.000000           0         1           statfs
  0.00    0.000000           0         2         1 arch_prctl
  0.00    0.000000           0         1           epoll_create
  0.00    0.000000           0         1           set_tid_address
  0.00    0.000000           0         1           clock_getres
  0.00    0.000000           0         1         1 recvmmsg
  0.00    0.000000           0         7           prlimit64
  0.00    0.000000           0         1         1 sendmmsg
  0.00    0.000000           0         1           getrandom
------ ----------- ----------- --------- --------- ------------------
100.00   70.394740         313    224210      8181 total
