Linux 7.0.0-1006-aws (ip-172-31-28-187) 	06/20/26 	_x86_64_	(16 CPU)

19:37:38     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:37:39     all   36.81    0.00    3.92    0.00    0.00    0.25    0.00    0.00    0.00   59.01
19:37:39       0   38.14    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   59.79
19:37:39       1   32.32    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   65.66
19:37:39       2   46.46    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   49.49
19:37:39       3   36.73    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   62.24
19:37:39       4   42.00    0.00   25.00    0.00    0.00    1.00    0.00    0.00    0.00   32.00
19:37:39       5   39.80    0.00    2.04    0.00    0.00    1.02    0.00    0.00    0.00   57.14
19:37:39       6   32.32    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   64.65
19:37:39       7   35.05    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   60.82
19:37:39       8   36.73    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   61.22
19:37:39       9   32.99    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   63.92
19:37:39      10   36.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   61.00
19:37:39      11   38.61    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   58.42
19:37:39      12   36.36    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   61.62
19:37:39      13   36.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   61.00
19:37:39      14   38.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   59.00
19:37:39      15   31.31    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   66.67

19:37:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:37:40     all   12.48    0.00    0.95    0.13    0.00    0.00    0.00    0.00    0.00   86.45
19:37:40       0   16.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   82.00
19:37:40       1   12.12    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   86.87
19:37:40       2   14.14    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   84.85
19:37:40       3   10.20    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   88.78
19:37:40       4   11.22    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   87.76
19:37:40       5    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
19:37:40       6   11.11    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   87.88
19:37:40       7   15.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   84.00
19:37:40       8   21.21    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   77.78
19:37:40       9   14.14    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   84.85
19:37:40      10    9.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
19:37:40      11    7.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   92.00
19:37:40      12    8.08    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   90.91
19:37:40      13    8.08    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   90.91
19:37:40      14    8.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   91.84
19:37:40      15   25.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   73.00

19:37:40     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:37:41     all   19.70    0.00    1.70    0.57    0.00    0.13    0.00    0.00    0.00   77.91
19:37:41       0   26.53    0.00    2.04    1.02    0.00    0.00    0.00    0.00    0.00   70.41
19:37:41       1   20.62    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   77.32
19:37:41       2   19.19    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   78.79
19:37:41       3   23.23    0.00    2.02    3.03    0.00    0.00    0.00    0.00    0.00   71.72
19:37:41       4   16.16    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   82.83
19:37:41       5   11.11    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   86.87
19:37:41       6   18.18    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   79.80
19:37:41       7   27.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   71.00
19:37:41       8   20.79    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   77.23
19:37:41       9   18.18    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   79.80
19:37:41      10   13.13    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   85.86
19:37:41      11   16.33    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   82.65
19:37:41      12   10.78    0.00    2.94    0.98    0.00    0.00    0.00    0.00    0.00   85.29
19:37:41      13   16.83    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   80.20
19:37:41      14   17.17    0.00    2.02    1.01    0.00    0.00    0.00    0.00    0.00   79.80
19:37:41      15   40.00    0.00    2.00    1.00    0.00    0.00    0.00    0.00    0.00   57.00

19:37:41     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:37:42     all    9.37    0.00    0.69    0.06    0.00    0.19    0.00    0.00    0.00   89.69
19:37:42       0    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
